uuid,meter_hours,category,is_new,manufacturer,region,price_usd,year
57e2d321-1aa5-4b76-af90-2097a165460e,4460,63,0,124,14,25400,2013
78248a7c-ea27-4b35-a020-bcb15d7c66f2,0,57,0,30,9,25500,2010
7ca1096e-d956-423b-a68c-af86b4f5c994,0,56,0,69,79,25500,2012
a5e2c1c4-bec3-4521-af42-7f9366f9dee1,954,111,0,128,54,25600,2008
74caec35-3351-4955-929a-06f4a9b76c36,0,56,0,30,2,25600,2011
8226f7e4-7614-4ec4-95b4-d4b6de039b34,0,16,0,96,74,25600,2016
479eceb4-6380-45e7-8681-35582f2bc992,0,16,0,96,13,25600,2016
eb5a62a2-b380-4190-9487-c595b30b23c0,9449,112,0,61,6,25700,1993
c0c77fb2-679b-49a3-813f-9aad5843c08c,0,40,0,30,38,25700,2005
cb910952-e2e4-4fc6-8fb9-5f47ddc086ca,0,16,0,96,5,25700,2013
185bfd27-7f0f-479f-8a77-e74dcee09b4c,983,97,0,144,26,25700,2015
72e4b55c-44ac-4a8c-ae65-5a3acb9ac9dc,0,29,0,183,50,25800,2008
ab9a0485-d4ff-426d-9b58-6b0f166e53fb,0,100,0,55,33,25900,2011
abafeff9-8ecb-4cb4-9377-f8625566e2d8,14,84,0,128,31,25900,2016
bbcc60d5-b2f8-4928-ba23-28a20f290d66,0,80,0,30,15,26000,2013
8a07d260-cbaf-475e-8fc0-3ea2be072bf5,0,80,0,30,12,26100,2004
7ad612be-ebc6-4711-8e58-e48bef5862d6,8926,111,0,30,13,26100,2010
593f76a7-f4df-423a-b021-d626201c8a5c,0,100,0,195,33,26200,2006
3795e63c-d8ee-4790-8732-0179663628e9,0,56,0,69,21,26200,2012
6ef3084a-a747-402e-b1bf-ace15d8722b7,3094,63,0,124,14,26200,2013
930565c5-40e4-44c5-91af-9d668a02d153,0,16,0,96,13,26200,2016
3e8b56f6-f809-4ba4-828e-652836b75a17,11318,111,0,61,31,26300,1993
522441fe-4963-4af1-8029-dd1114dba39b,0,80,0,96,72,26400,2000
80b56dc1-2c8b-446b-b8a8-9a067fd9808f,409,111,0,30,44,26400,2014
dd3a10ec-f7b7-4b46-8a25-75d8eaa73f20,963,97,0,189,66,26400,2015
00641198-3fca-418d-bda3-e237918a39d3,1,58,0,30,64,26500,2015
d60ad092-0837-4cbf-ad9f-ed51e7dc9d1f,26,111,0,126,60,26500,2016
7dd36760-5ee4-4b23-a504-daf888d19d29,0,34,0,184,63,26600,2010
02b52aa9-c8e4-4f1e-aad2-c4482e75a8aa,0,85,0,30,25,26600,2011
a652f7c8-c7bd-4bdd-be2e-ec7418f949b2,0,27,0,183,69,26700,2012
1459d700-9357-4cfc-bc4f-5ad3309dc75e,0,33,0,30,16,26700,2012
4a3b3cd2-66d4-4bb3-81c1-21b5b797f61e,3984,97,0,29,60,26700,2014
ac99ab6c-49de-454f-8f5a-6f789be6243a,2078,97,0,29,67,26900,2015
19544514-ab30-4de6-8bfe-f0ccda52364c,4576,63,0,208,46,27000,2011
c0df238d-bdb7-46aa-bcb8-26f7fa9e6b52,0,33,0,30,74,27000,2013
105e4a3a-4a64-40f0-ad38-7be546ba5d21,1021,97,0,29,49,27000,2014
d999a296-1e40-413c-96a0-6d867b48e8e5,2736,97,0,19,19,27000,2015
3c23359b-b9c3-4ed3-a749-6b3c4d14a0de,1824,97,0,29,4,27100,2013
fb2a2bc5-e747-4d1e-a424-690e5901fbcf,0,57,0,30,22,27100,2014
6f408f40-6913-4a3a-8947-ce2c317c631c,3846,97,0,29,72,27100,2016
c851f467-cd2e-4be9-a65d-5123e93d1d5d,1595,90,0,95,67,27200,2013
0a97e001-74c1-49fb-91a2-d99460ebe716,0,16,0,144,32,27200,2016
236ee6bd-f348-45a1-a060-52d0fe5eb857,0,33,0,205,68,27300,2010
ea972398-0b89-4a5b-8a3a-39c818709786,2032,97,0,19,41,27300,2013
465463e2-0f35-4e04-abe8-342bcf231fff,0,80,0,30,0,27400,2005
72a7e448-09a2-4149-83b4-c040244884b5,0,65,0,40,27,27400,2007
57f37378-867c-4afe-ad6a-ec7f9f0a24b5,0,17,0,40,63,27600,2014
98812402-d5e5-4791-975b-24cc9bc0f5aa,2105,97,0,29,65,27600,2018
e58be720-9600-428b-8192-7f2915fe1f7a,0,29,0,183,22,27700,2006
c8bfac65-f37e-4e92-864e-4f51bd164936,0,56,0,69,47,27700,2008
97917a38-2df8-4ea1-aca3-bfe7eaae119f,7497,112,0,96,72,27800,1990
de883c80-4bb3-4c4c-95ff-d8532c9983d4,5206,110,0,29,57,27800,2015
dad65355-7932-484e-a0e4-53bcf5076923,1970,97,0,29,4,27800,2016
36c692f2-238a-4426-aedd-26eaf07f444c,1447,97,0,29,39,27900,2015
a7218164-fe6e-428d-a96d-fbb625734230,3426,97,0,29,72,27900,2015
55e6f03e-34e3-4e3f-929a-0809c6e89d41,7500,46,0,87,70,28000,2012
a35dd6fc-f240-4bdc-bd8f-a1b88b4ff19d,2330,97,0,29,41,28000,2014
192068a9-ed03-415f-b3ec-af18264704db,4336,63,0,124,14,28000,2014
6d60a419-58ff-48dc-b5f7-8401e8e03ee4,13410,16,0,204,77,28000,2016
8945c8d6-51e6-477f-9d35-c5dc876fad02,0,57,0,30,9,28100,2014
4564b3eb-3c26-406a-99a5-44a22af3f4fa,2505,18,0,95,76,28200,2011
5e7bb9fa-f694-4eba-ac0b-0d041fb48ef1,0,33,0,216,30,28400,2007
0f2d340b-aaa4-4559-93fe-c698637900c8,1417,111,0,30,1,28500,2009
c455f3cc-e0ee-430e-82f7-c02748e13daa,0,56,0,69,5,28500,2013
3eeb201c-73da-4a64-9406-36f4c42459b8,1822,97,0,144,30,28500,2014
e808a018-9f08-40af-a636-dd7157a5c49c,6312,63,0,124,35,28500,2014
e5d687f4-e60f-4e50-8181-e922f685ea27,2642,97,0,19,19,28500,2014
46969a22-e265-4960-b996-0353d4262864,2040,97,0,29,39,28500,2014
ade08eb4-01f0-4561-ada2-61d7d15eb6e9,0,69,0,118,73,28500,2017
157ff2c3-58d8-4902-bb30-fc64cc39fed5,0,56,0,69,1,28600,2013
782b9f36-762a-4041-bfbe-abc7c303cc0a,0,16,0,144,75,28600,2016
2afea841-9846-455b-9bc5-0d8e552316de,0,33,0,30,63,28700,2011
d61136d5-cc13-4e88-ab69-93828ad094cf,1230,97,0,19,34,28700,2012
feb0ed13-7afc-4705-9680-6c8fab528bfa,0,100,0,195,5,28700,2012
c4c627cf-0bff-48ea-8043-2545116be210,0,85,0,184,63,28800,2010
09373e23-151b-482e-8406-7463b6996dd9,2714,96,0,29,29,28800,2016
82d45587-a3e8-4fa7-ac7d-d00861c72d54,2486,97,0,144,75,28800,2018
4845c609-8644-4708-b3bc-b5673fa8269c,0,48,0,23,42,28900,2011
0ed02d12-ed74-4f33-9648-0b0f4c121f04,2480,97,0,29,12,28900,2018
24b15644-a6e1-48c2-bdb7-16c903a141be,3841,97,0,29,12,29000,2014
705c1f14-8101-4466-9ac5-678a7666c1c5,0,0,0,30,50,29000,2015
82a2eaf0-2eb2-4915-b09e-a63345c30f9f,0,40,0,215,75,29100,2008
9d31e1a1-68ef-48cc-a6ce-04ffa65542a8,2412,18,0,95,73,29100,2012
c750d3ba-50c8-4044-b851-73e06664d64a,0,56,0,30,72,29100,2012
20eccd47-c8ac-43a7-87fe-9e399024d8cd,6365,16,0,204,27,29100,2015
c937a2d9-ac8d-4732-9747-3d76dbf5dee2,1975,97,0,29,29,29100,2016
40e94bc2-95a3-4455-bdee-7af1d5c7dcef,3972,24,0,30,12,29200,1997
dce76d97-7968-46c4-b1a9-6b59e75993fe,5066,24,0,96,44,29200,2001
54ed4f3e-a76b-40d0-9f05-b7a1901ddbb2,0,56,0,69,47,29200,2006
d317c6be-5e5c-4537-98d3-4b21a1fa2df7,1695,18,0,95,31,29200,2011
a9011227-1549-475a-8e8c-e3f91bbfc3e3,4644,97,0,19,12,29200,2017
9402f720-9788-4301-8136-793a43e79a6b,28392,16,0,144,43,29300,2005
edfa4116-1512-4b97-9b86-0ed4d87915dd,4066,13,0,96,18,29300,2008
caefa8ac-f7ee-4b84-909d-56628de88c84,0,33,0,183,22,29300,2011
e68709a8-f709-4193-a34b-5ea1fbca56d3,1774,97,0,29,25,29300,2016
fcc62a4a-2826-459f-8c2d-a1c88dfdf3a0,4163,24,0,30,16,29400,1997
9000517e-6ce5-4c0a-b8a6-62b0299c8754,4046,24,0,30,68,29400,1998
95de8f98-48c4-45ea-a079-ee1c2ddc8f91,0,80,0,96,15,29500,2003
ab4bf294-d8c2-4a93-8196-f057bcc37e83,0,80,0,214,49,29500,2008
428c0ac6-e729-4892-bca9-d2ea18927e76,0,65,0,127,27,29500,2012
0db4680a-3c51-4b25-91a8-d842b7bc3ec3,2111,97,0,29,29,29500,2014
3b547a81-7869-4780-a3be-1469aa73b9cf,0,56,0,45,38,29600,2013
470f7d27-7295-4211-bc65-569b2f653ded,0,33,0,183,50,29700,2012
7eadf72f-2120-4328-8437-d0c61d905ed5,0,57,0,30,63,29700,2015
7e2815fd-9c3c-40cd-bc05-c93a4fd714db,538639,119,0,158,31,29800,2006
0d5478c5-6874-479d-af4b-126ae81eb94c,4312,125,0,29,4,29800,2012
12aff10f-eff7-4ce9-9315-92281f356ac4,0,56,0,30,25,29900,2012
93dfdb0a-3a47-4bf0-b105-3d054b675016,5050,24,0,30,74,30200,1999
84058f9d-51e4-41d8-8bd4-207437488ff3,0,56,0,69,50,30200,2008
1faad5de-44d8-4338-ba1f-adf80306bfbd,826,97,0,96,1,30300,2013
8c042d1f-fd73-48be-88e5-0fd08b51ac03,3271,97,0,29,31,30400,2015
48834687-da76-4e70-8162-f4b793353a21,8247,111,0,30,75,30500,2006
12a13914-f222-4661-bb1f-f21da8d0379c,0,100,0,195,72,30500,2011
eccbefa9-95be-428f-b3cc-0484a5891d4c,1620,96,0,19,19,30500,2012
51464c96-cdc3-42e6-9e93-a077888e57f9,6522,63,0,124,14,30500,2014
e8424b15-a332-4b5d-9350-950753e2b1c3,1029,97,0,108,71,30600,2016
e691b4a5-5ed3-467a-a86a-096a2567ad8c,6145,63,0,124,14,30700,2013
94d0913b-c60b-490d-9a7f-e474bc0a8ccb,0,80,0,100,69,30800,2006
b4250bb2-30b7-40e2-9846-a747489f71a7,0,80,0,30,15,30800,2019
20709797-2e2f-46ca-9e97-6cc3d7d893b6,5443,24,0,30,36,30900,2001
3349180b-0403-4a00-8fa5-e3ef50947fa7,2401,110,0,29,51,30900,2008
bc04341e-6a95-461e-9123-bb3e53e74de2,0,80,0,30,15,31000,2012
eac5e86f-20d0-4d28-bd99-09d10278e397,13639,16,0,144,5,31000,2016
3f2002ce-0453-4a8e-b49e-687642fdad25,0,58,0,96,53,31000,2016
06a96272-a759-4ff4-ae9f-157c2ad63865,4065,24,0,30,74,31100,1998
c568a44a-0694-4890-8274-e967a7e8d5c1,1375,97,0,19,32,31100,2014
42efc11f-f9b6-42e5-a200-a9535e4b33ca,970,97,0,29,67,31100,2015
acacf403-f582-4816-af0d-6b8bf7a2f218,5080,24,0,30,7,31200,2003
0d2d801f-48ef-4486-b86a-37189533be26,4055,24,0,30,61,31400,2002
6c06b0d8-dcf7-4775-b10d-908101feb13d,5152,96,0,96,14,31400,2013
082ecbf2-6af1-4a64-a397-33e32d8f2b1d,2964,96,0,29,0,31400,2015
4017436d-6450-483a-8c53-bef00bd71746,0,29,0,96,68,31500,2013
306d3449-903a-488c-827a-d922a1e3ea6f,0,56,0,30,72,31500,2013
6fb149bb-1be0-4077-bce2-b49c0373dc13,0,56,0,96,15,31600,2009
51de8380-6577-4af0-8578-580811d923f8,7225,18,0,95,58,31600,2011
1fe40389-1705-4450-ad11-cc42b8076490,0,56,0,28,72,31600,2011
afe23156-9d34-49d7-8a19-3fe808449569,0,56,0,45,0,31600,2012
31b8fd17-d51e-48bf-a324-c4a74d85d83c,0,57,0,30,69,31600,2014
b4f1d60a-2ce5-45ef-be02-7e4d9ca3ce1e,0,38,0,96,79,31700,2005
38264d7f-8c49-40e7-9eae-110ca906cb77,0,40,0,215,30,31700,2008
a41c0dce-092d-493f-932a-b5b370ac2202,0,57,0,125,30,31800,2008
dd50f8a6-3c57-4364-8e22-224e8c50a9d7,6077,125,0,29,34,31900,1999
4acf4711-c04f-4002-a0d8-f8dba57a7629,2093,97,0,29,67,31900,2016
8c62effc-2338-4469-a3b7-3e3d685ab324,5045,24,0,96,64,32100,2007
07b99c74-4005-4039-8755-bf2bd1615f39,1993,96,0,19,19,32100,2012
e5c03b19-353e-4a3d-8530-7447cb848b6b,0,56,0,30,64,32200,2011
2da41bc7-ff40-4b1a-b30d-18233426e214,1718,18,0,95,18,32200,2012
e8063972-c815-4785-9b59-2d2346f61e9d,0,27,0,96,54,32200,2013
9376ae55-4df8-479e-88e5-076d52d2d1d4,945,18,0,95,70,32200,2017
f56ae725-da7c-4c41-a50c-355caa534e50,0,16,0,30,13,32300,2016
d6fff9f9-9ae0-4b95-bc5a-ef6148a934be,1620,97,0,29,25,32300,2017
878236ad-68ea-4d5d-aff1-0cedd49d6d92,0,80,0,96,44,32400,2000
7086cc40-2907-4702-a715-8b4fee42f2b9,0,34,0,183,75,32400,2011
c8a8d62b-9ebc-4323-a599-2b66c01561ea,2198,73,0,29,58,32400,2012
0afef2f7-c73b-4877-a4f5-f0b615e42a3b,1656,63,0,208,14,32400,2014
09c69c2d-ab82-4ddd-8852-2864546b5365,0,80,0,30,54,32600,2005
02430945-19b4-41ae-a301-62c286eb9413,0,80,0,74,53,32600,2015
56f6b2ac-b62d-4f4c-8a83-10a8eabead40,0,56,0,30,72,32700,2012
d84b6ff5-4b9b-4ade-ad30-62cc139476a8,843,97,0,29,54,32800,2018
b8a1aa6d-7dfc-46c0-bf07-d145cf4b1365,10563,111,0,96,6,32900,1992
41b1b828-9e04-4195-9b4f-69a4d3e1e24c,0,57,0,144,33,32900,2012
bf2f6462-e9fd-4f3c-afb9-beb3aefe63ef,0,57,0,30,77,32900,2014
f25dbf68-693b-4086-b208-51791a46dfd2,1095,97,0,29,54,33000,2015
10d6996f-ccad-41fa-a548-2f2f42575960,1395,97,0,29,25,33100,2017
866d4e81-5f34-4933-926c-b686f5a5fc56,5346,18,0,95,14,33200,2011
48d99451-0a6b-4cb6-bfe6-5062e12ee525,1969,97,0,29,41,33200,2015
0e7bcfe1-00e6-4d13-bc82-efc33f15715f,3136,96,0,29,67,33200,2016
5a5981f9-53fe-4827-82cf-c994f7517469,8563,18,0,95,14,33400,2012
ea1e8460-4fd2-4006-a089-d964dee75549,0,56,0,69,74,33400,2012
03d24c7d-cfc2-41ff-8c32-7cbce309562f,2948,96,0,29,59,33400,2013
81f75f8f-2d28-416b-a923-b4e5361dfc80,2628,96,0,29,41,33400,2014
52fb8b79-a53e-4276-804d-11a485345769,0,100,0,79,22,33500,2013
1b3ba037-4da5-4ad4-a52a-c70caaea190f,0,57,0,30,64,33500,2014
ac97c621-5ffc-4843-92f9-a4da8944f0f8,1226,97,0,29,19,33500,2015
9e5aa809-ba6e-4645-9659-7bc7691114b2,0,17,0,40,32,33600,2015
872e3220-14a1-4583-b65f-d4b7a69a264a,0,57,0,30,40,33700,2010
520fcb58-c856-4bce-bf83-b002c4f52d07,0,33,0,114,25,33800,2014
4008b0a8-68ca-4504-bb34-f7cd768c2f4f,2859,63,0,124,14,33800,2014
6689dacb-6544-4669-9390-dc90620420fe,0,118,0,102,18,33800,2017
34973f87-da64-4be2-b28b-f244e1b48b27,0,27,0,183,64,33900,2010
6068530f-babf-4a84-9126-7be25f501bb9,0,41,0,167,69,33900,2016
703f597b-a1e2-4326-9abd-84bc949e49a0,3878,96,0,29,70,34000,2016
2d90ba10-65fa-4772-b891-d91e1ffd9cda,7538,18,0,95,14,34100,2012
6197898d-cf15-4391-92a1-c9808b9015d9,3765,18,0,95,41,34100,2012
3719daeb-3939-47f5-8bc4-b1311d2d9d9a,1044,96,0,29,45,34100,2015
1a3aba52-310d-4bbb-827f-126181589a4b,0,100,0,195,24,34200,2012
abf77635-59df-4680-a07e-492fff160020,3460,16,0,144,7,34200,2015
40efba71-febf-4b98-862e-c5093347a8ed,9043,111,0,96,24,34300,1990
929c12a9-74bc-470c-a760-45c9f5dbf557,2083,97,0,144,75,34300,2018
24d5f379-0078-4ca4-8331-9ff07c313e71,4208,24,0,30,74,34400,1999
4fb9d09c-ecc5-464f-8935-dc8a707d9692,0,62,0,143,42,34500,2015
07afc50f-1a81-48e8-8d1b-30efbfcfc100,12417,16,0,144,7,34500,2017
6c70c1fc-4747-442e-8473-a50ad39d9ee6,2734,18,0,95,14,34600,2012
d85d8aaf-9f66-412f-b912-1c3daeb6bd17,7358,18,0,95,14,34700,2011
0154bca3-329a-42ec-bd1c-69a9db74a74f,0,16,0,144,75,34700,2018
9c55a77c-e6cf-4ff4-87b5-cea9bdc9cd8c,0,27,0,114,63,34800,2012
004999cc-3afd-4ab4-a0ab-34f8d46d1fc9,3920,101,0,30,1,35000,2001
e0ff65d8-745e-4182-a03f-969b5172fde6,2107,96,0,29,76,35000,2015
b5a16c12-c40b-43cc-8fcc-04bcd93bbcc5,81,73,0,29,19,35000,2016
1d3fa92f-c8dc-4bfb-85d2-fe47ce62bc4f,0,56,0,30,51,35100,2012
998435d0-6033-46b6-91c6-975080fb3f08,2277,107,0,95,67,35100,2012
d943e867-a8cc-45c2-8b5f-8bbe029ae6b0,4332,16,0,144,63,35100,2018
cf9328dc-43f3-4e38-ace2-080a001cb450,810,97,0,29,57,35100,2019
b445ea75-5fdd-4432-ae26-fdba6b21c8ec,0,80,0,100,63,35200,2007
abe64f1e-c1ba-462d-83af-b7c50fee9179,0,33,0,184,47,35200,2010
f6072add-cbb5-4e79-b6b1-67028ae4bacf,0,80,0,30,15,35300,2012
d41e317d-e50c-4681-965b-bf0fcb7751cc,3207,96,0,29,29,35300,2016
83688381-1a64-4683-af23-f88faee5d8f7,0,56,0,69,72,35400,2004
2e150e80-1ec5-4a83-9ccf-b4e5153e10d2,1524,97,0,29,45,35400,2016
33289f25-c6b1-4028-9052-ff1a07e2213a,0,27,0,183,44,35500,2011
686d7429-0ef5-450a-835c-80c711da6717,1406,96,0,29,45,35500,2015
049e71b1-2ffe-4d01-94d8-ca16557f7c96,5688,18,0,95,58,35600,2012
d6e58e6a-e72f-470c-bc90-8ecb90cd758b,108,111,0,96,32,35600,2014
56b6a1a9-1043-48f5-82fa-bd2267cf1887,1669,97,0,144,57,35600,2015
ceebe2cf-ad75-45b8-ad68-efd24b8f2343,997,18,0,95,70,35600,2017
5eb527de-fe75-4662-9245-c122dd5c10df,810,73,0,29,18,35600,2019
d654984b-5457-4a27-9303-701add277ba0,0,27,0,168,68,35700,2009
55494181-784a-414d-9c6b-cd1afc85ce51,0,56,0,30,33,35700,2011
6acae9dc-87c8-491f-aa28-e3fe40b526e2,5905,18,0,95,58,35700,2012
e3c056f6-f78f-4624-ae30-c9ff66d3de70,0,80,0,100,72,35900,2006
7357a5c8-316d-4f56-9b74-8d07a8545b4f,2121,96,0,144,21,35900,2013
44b47653-024c-4bef-864f-651b75299398,1521,96,0,29,35,35900,2015
e2c1f4c6-7f05-4c18-835d-7d177264b0f9,3052,96,0,29,29,35900,2016
d8070aac-9625-4682-967d-1b011f42238f,7201,18,0,95,76,36000,2011
efcdf373-1be2-4064-a8e5-06d8ea918ce2,2932,96,0,29,71,36000,2015
5d67c178-0e7f-44bb-8c3e-277d044c25db,1069,97,0,29,39,36000,2017
01ac41a2-211a-4c7e-9ef4-02f897050db7,600,97,0,19,7,36000,2018
c9dce7c4-c385-47ba-be37-01a8f1a1d99e,0,57,0,30,33,36200,2008
6a961617-1446-4218-ac88-acadbfd80e0c,0,48,0,91,34,36200,2011
6db2a6cb-45f5-42b7-b63f-56935d164d86,0,56,0,45,49,36300,2011
019ab57a-e046-4367-9b41-3e9f6697feca,4198,18,0,95,62,36300,2012
db16c9ab-a3ad-4917-88d8-0006ef44b66f,0,48,0,201,0,36300,2013
32035063-77aa-4f88-b756-e3f63931cb6b,0,56,0,96,15,36300,2013
f06e3056-b4aa-443e-8ad1-6d9a582ef580,1373,96,0,29,29,36300,2017
768ca643-023d-4560-aa13-38fab411b63e,2429,96,0,29,29,36300,2017
6d654172-1876-4858-96d7-b086b030be6e,551,97,0,144,72,36400,2017
599ae4f1-17a5-4bbf-ade2-40bae83801bf,0,33,0,96,72,36600,2012
9803b996-b560-4a82-aa29-525cc058de42,0,56,0,144,3,36600,2015
628e43e3-247f-4b69-a23c-75c08c163433,3671,107,0,153,14,36700,1999
8b920337-6e68-4647-93b7-156a2a2b3808,2907,18,0,95,67,36800,2011
26eff73d-fece-4742-966f-4ec3cc9a9b0f,0,85,0,96,63,36800,2014
b33d276f-da6f-4418-9bc4-daa0b53bfd61,1627,96,0,29,41,36800,2016
a7ab2af5-8265-4698-9cc4-51e5a98cad66,0,57,0,30,64,36900,2010
86010ddd-d3f8-4b36-99a7-202bf8432ccc,0,57,0,30,68,37000,2012
33d15f5c-8a3d-4214-a6df-a6d9def5e228,0,85,0,30,72,37200,2011
50ad9227-af2a-418a-b36d-685af5954f08,0,85,0,30,36,37200,2011
4f4570fb-6656-4696-85c6-a63d99573c04,0,57,0,30,0,37200,2011
130d3587-ab97-4319-90ee-f01fa4775c8b,2860,18,0,95,29,37200,2012
c5fb8e5a-7fdd-4551-b67c-247c436c22da,0,57,0,30,44,37300,2010
0fb2b6e6-14e5-41b4-a386-0f00cc48f6b2,0,85,0,30,74,37400,2012
4ad901c8-5022-4c39-b288-08313facdd63,0,57,0,125,27,37500,2010
feb47fc7-aa14-4a51-afd3-271b2d95ea5e,2153,73,0,29,18,37500,2011
11dc328b-ebb9-4996-bb86-c3c4131e2d67,9556,111,0,144,75,37600,1996
4cc52f09-9570-41ab-817b-607c9e089965,2208,97,0,144,31,37600,2016
d9ce433f-aadb-4dcb-b61f-d32b0d3fac88,3427,24,0,30,25,37700,1996
a584d013-6153-4915-a3f8-09119eca6bf2,5071,18,0,95,70,37800,2011
61040796-49b6-4495-9872-c1dd810e9fb0,1224,96,0,29,19,37800,2017
f553f84b-662e-43ff-8c39-29629270c514,3863,18,0,95,39,37900,2011
6bd44bb7-f8de-426b-a9e1-3a914bb5ec09,2688,96,0,29,67,37900,2016
f2f72077-c8d1-43fc-b037-6840033fe58a,2768,96,0,29,29,37900,2017
ecdbd9a3-e274-4527-b4fc-abe0f03c7bfc,755,96,0,29,45,37900,2018
52fe7ae0-1900-48b4-bffa-b44a1d589314,22685,125,0,31,12,38000,2011
3a75ad6f-fce4-4aba-bd15-bc18d049e6a8,11593,112,0,144,25,38100,1998
0d82730c-eb08-4630-a365-4ca13ad3ac1e,3157,18,0,95,70,38100,2011
15c8dce5-bac2-424d-8017-c4a93f4f5f79,0,85,0,30,63,38100,2011
761a0ffd-ffe2-4c24-9763-71ab47ade3b7,4058,18,0,95,58,38100,2012
ac6e19ae-ae3e-45be-a377-7cdd8406c381,4867,101,0,8,42,38400,2000
b664e344-6913-47e5-88bb-4506de17a2eb,0,33,0,30,51,38400,2011
03d86837-7f7b-47e8-942b-d0ce7ad6a11f,0,56,0,30,47,38400,2014
59db55c5-4672-4e53-946c-975f164e0eae,1970,96,0,108,54,38400,2015
8d459c28-9e44-49a2-8d4b-12d847356f63,0,40,0,215,30,38500,2011
a69e1685-8d00-474f-8731-1f1af0e25f2c,0,57,0,30,0,38500,2011
663ab668-665f-4bc7-a529-6bbcbc353683,1114,96,0,29,12,38500,2017
4d269006-9add-4d4a-bf4b-4ee1b7699b21,6522,125,0,31,59,38600,1999
444bd052-a436-4d1e-a6b7-1438b0e774a3,10017,125,0,87,65,38600,2006
cef0d52e-007f-4e36-abf1-82835df12afb,0,57,0,30,63,38600,2013
2ff4a69e-e1c9-47af-bc98-4eed908c58da,3968,24,0,30,30,38700,1998
5daaf934-693a-4401-be13-27464b484bee,6325,13,0,29,72,38700,2007
ef8b577d-9608-4490-ba51-4b3785b92ded,8925,125,0,31,39,38800,2000
05f924fb-b1e2-44b8-9e8b-0b6e95b9caaa,4406,24,0,30,15,38800,2005
78717a94-5f9c-48a1-abb4-7a571e41057a,0,80,0,214,24,38800,2005
0f6e8ca0-5011-44af-b5c4-92440f228108,0,57,0,30,44,38800,2012
353a2c4d-aefe-4417-9013-594456562be7,1360,96,0,29,70,38800,2016
cd2cd336-265a-4ec8-ae92-92def77530a8,0,57,0,30,49,38900,2010
f4c216f5-6634-47b4-9c2c-d38f65ac7406,2800,73,0,29,58,38900,2011
cf5c051e-bfe1-434c-b348-c62305f0029c,2097,96,0,29,72,38900,2016
f6e1ef01-5562-40e4-a0c0-bbb96fc38d59,1382,13,0,29,19,39000,2008
b722a256-46e1-47e7-af22-030af754e1fc,1937,87,0,29,35,39100,2012
ee688ad9-9db3-464a-94b0-6cb1b1e6aa82,0,56,0,96,74,39100,2013
12572bc1-7ab0-4ee6-91d1-32d736b37613,2596,96,0,29,39,39100,2015
ad621e40-5f68-4d38-88d2-0761464e4129,1829,97,0,144,31,39100,2016
02834d94-3a5a-4dc8-93a5-3b3cff24e2a9,0,48,0,15,64,39200,2010
37e74d0c-405f-4c70-8aa5-07cc07785ae4,2786,18,0,95,60,39200,2011
469f8df0-d648-419e-9712-f62aa2c0ba10,0,57,0,96,8,39200,2012
b495636b-ce7a-4336-9edc-b8cae7838baf,0,56,0,30,16,39200,2015
c53857cc-22cc-4507-8d30-9539ed0f8d83,539,97,0,31,57,39200,2016
61e9467c-cad9-4917-8317-1483d892f90a,0,57,0,30,30,39300,2011
cd209b1e-1de6-4fba-9a7f-26d1a5c69dbf,1210,96,0,29,29,39400,2017
259d1b38-2cc5-4ad6-9116-44b858dc6d0e,1144,96,0,29,45,39400,2018
82c95e2a-f98f-4ddd-8cad-da0836d9fb0f,0,57,0,30,68,39500,2008
944189df-829b-4ad8-8217-fab6201f9b7f,155043,106,0,117,18,39500,2014
fcb0918a-7b0a-46c8-86a7-4e0d7deeebc8,0,57,0,96,1,39600,2012
5c99a07b-f286-43f3-98a4-29a98fd80d9d,0,119,0,203,59,39700,2005
688dc460-a819-46d8-a05c-460765683d1d,0,100,0,195,16,39700,2008
f62d16fd-5e0a-4a90-bf8d-1b94bd39439c,0,56,0,30,28,39900,2014
74faf11c-f1f1-4df2-a6dc-0a0d63abd2c1,1,57,0,96,64,40000,2012
14163d11-94eb-403b-8cb2-a6190837b6f5,0,56,0,30,28,40000,2014
508c6c2c-360d-4060-9d55-c497f7a8bdff,0,27,0,168,22,40000,2016
3a24cb74-da21-49e6-9fa9-b2dd26cae6aa,0,117,0,124,60,40000,2017
dec48613-1654-4105-a20a-3d631ed849c4,760,96,0,29,56,40200,2016
2e8ff8dc-0df6-43f6-bde9-1c5f093b344d,937,96,0,29,45,40200,2017
fc418347-0a0f-4f5d-88c6-e5f7020bb8ed,1034,97,0,29,39,40300,2017
9b518666-e40c-4d67-aac0-835b197403c7,4059,112,0,144,48,40400,1997
f5775807-7775-4dc2-aa55-263cb959260e,0,119,0,203,59,40400,2006
828c3533-408b-404d-b73f-88dd54903b98,0,57,0,30,69,40400,2009
4773f9d0-66f3-468f-b672-0b1db670e92a,0,85,0,30,7,40400,2011
a2f30db4-f736-4bea-9529-9194cf5681cd,5473,18,0,95,62,40400,2012
075b963f-e87d-4c8b-a69d-6488032356fd,1910,96,0,19,7,40400,2014
f9a0da34-5506-4544-a91b-907359a9efe6,0,33,0,183,8,40400,2015
eca7be22-4def-4ad8-95ad-590f6d92f57f,5622,24,0,30,12,40600,2002
d8d9d370-0baf-40eb-b97f-da0855601720,0,18,0,95,41,40600,2011
f490f72a-143b-4d10-934f-ea0327d8c1d1,1914,18,0,95,18,40600,2012
